NAME,R,RUPPER,RLOWER,UR,MSINI,A,PER,PERUPPER,PERLOWER,UPER,ECC,MASS,MASSUPPER,MASSLOWER,UMASS
,rearth,rearth,rearth,rearth,mjupiter,au,day,day,day,day,,mearth,mearth,mearth,mearth
HD 80606 b,11.5340411721359,0.19055267242595758,0.19055267242595758,0.19055267242595758,3.89024,0.447343,111.4367,0.0004,0.0004,0.0004,0.934,1236.478239429547,59.775901727427936,59.775901727427936,59.775901727427936
Kepler-950 b,8.978393565481882,0.040352330631379246,2.3471605650585596,1.1937564478449694,,0.420795,98.7180406,0.0001748,0.0001748,0.0001748,0,97.0046217736266,35.871325298784775,35.871325298784775,35.871325298784775
Kepler-108 c,8.17998907699785,0.5099996560731251,0.5099996560731251,0.5099996560731251,,0.647542,190.323494,0.000988,0.000988,0.000988,,71.19441694285428,12.715429461685247,12.715429461685247,12.715429461685247
Kepler-807 b,10.424352079772973,0.007510017089728916,3.0525417224565308,1.5300258697731302,,0.476837,117.93108781,0.00008603,0.00008603,0.00008603,0,179.38491217234105,85.52635703525158,85.52635703525158,85.52635703525158
Kepler-89 c,4.4129757137705585,0.4192158793371067,0.4192158793371067,0.4192158793371067,,0.101317,10.423648,0.000016,0.000016,0.000016,0.43,9.39961697298383,2.399896796223762,2.099941478356935,2.2499191372903486
Kepler-637 b,4.752607829918,0.004371502485066086,1.0604816669541086,0.5324265847195873,,0.187767,23.20584623,0.00005368,0.00005368,0.00005368,0,23.73921644571658,5.153968424224163,5.153968424224163,5.153968424224163
Kepler-89 e,6.700728680955143,0.6333074112980355,0.6333074112980355,0.6333074112980355,0.0986881,0.304548,54.32031,0.00012,0.00012,0.00012,0.019,12.999462167319473,2.499881902179371,2.099941478356935,2.2999116902681527
Kepler-700 b,5.985595710321255,0.0001120898073093868,1.4122194822909642,0.7061657860491368,,0.363536,80.8720639,0.0001727,0.0001727,0.0001727,0,38.179309530983225,8.700070829567139,8.700070829567139,8.700070829567139
Kepler-1513 b,8.462780451858704,0.001569257302331415,2.1057191201141405,1.053644188708236,,0.576981,160.88465087,0.00007718,0.00007718,0.00007718,0,79.38486883599478,26.55653357939138,26.55653357939138,26.55653357939138
Kepler-359 d,4.009990438531851,1.9099991075712202,1.9099991075712202,1.9099991075712202,,0.354508,77.095691,0.001453,0.001453,0.001453,,16.551730214924174,11.590867163804358,11.590867163804358,11.590867163804358
Kepler-222 c,4.63999120051426,2.0699960985246393,2.0699960985246393,2.0699960985246393,,0.0913762,10.08881,0.000011,0.000011,0.000011,,22.59498129958823,16.075609149342167,16.075609149342167,16.075609149342167
Kepler-39 b,13.67495649174519,1.3450776877126416,1.120898073093868,1.2329878804032548,18.1767,0.155007,21.0874,0.0002,0.0002,0.0002,0.121,5778.064904087576,228.13257748317764,228.13257748317764,228.13257748317764
Kepler-891 b,6.411536978096924,0.008294645740894623,2.0541578087518224,1.0312262272463586,,0.283142,53.44945593,0.00006578,0.00006578,0.00006578,0,35.30624736366375,4.6550281259415485,4.6550281259415485,4.6550281259415485
Kepler-489 b,7.72298772361675,0.0017934369169501888,0.36810292720402626,0.18494818206048821,,0.122418,17.27629612,0.00000245,0.00000245,0.00000245,0,59.69231595862207,4.136446761072612,4.136446761072612,4.136446761072612
Kepler-18 d,6.97998922688575,0.32999911810727334,0.32999911810727334,0.32999911810727334,,0.117171,14.85888,0.00004,0.00004,0.00004,0.000521567,16.3993371497439,1.3983930902882393,1.3983930902882393,1.3983930902882393
EPIC 211945201 b,6.2715480177482315,0.09201642834699988,0.09201642834699988,0.09201642834699988,0.0842876,0.14979,19.49213,0.00001,0.00001,0.00001,0,26.805987837702116,13.423715561916238,13.423715561916238,13.423715561916238
Kepler-952 b,7.64452485850018,0.001569257302331415,2.3971526191185464,1.1993609382104389,,0.503142,130.3546919,0.0002069,0.0002069,0.0002069,0,57.90396188611027,22.09604100130561,22.09604100130561,22.09604100130561
Kepler-561 b,6.960777033912921,0.004483592292375472,1.8113712861196907,0.9079274392060331,,0.290481,58.3620495,0.00003229,0.00003229,0.00003229,0,44.230219995982715,5.161882057848749,5.161882057848749,5.161882057848749
Kepler-9 c,9.224991141562533,0.7510017089728915,0.7510017089728915,0.7510017089728915,0.16858,0.22473,38.90861,0.000738,0.000738,0.000738,0.132575,53.60644566636537,5.52174580696997,5.52174580696997,5.52174580696997
Kepler-31 c,4.196250071337859,0.799285514369483,0.799285514369483,0.799285514369483,,0.254502,42.6318,0.0005,0.0005,0.0005,0,18.36881490910917,7.306190735161192,7.306190735161192,7.306190735161192
Kepler-82 b,4.001606120945109,1.8158548784120663,1.8158548784120663,1.8158548784120663,,0.16455,26.444,,,,,16.461724550567443,11.256714778547755,11.256714778547755,11.256714778547755
Kepler-228 d,4.039996879948574,1.8499974337185054,1.8499974337185054,1.8499974337185054,,0.0973508,11.094286,0.000036,0.000036,0.000036,,16.877587586622475,11.660087621773625,11.660087621773625,11.660087621773625
Kepler-1000 b,4.763816810648939,0.015132123986767219,0.6349887584076763,0.3250604411972217,,0.532697,120.0181272,0.0003628,0.0003628,0.0003628,0,23.854711002309934,3.232036029928693,3.232036029928693,3.232036029928693
Kepler-418 b,13.423651143757546,1.7758836531255389,1.7758836531255389,1.7758836531255389,,0.380735,86.67856,0.00007,0.00007,0.00007,0.2,317.8166114291453,0,0,0
Kepler-87 b,13.562866684435804,0.06725388438563208,0.06725388438563208,0.06725388438563208,,0.477022,114.73635,0.00015,0.00015,0.00015,0.036,324.18565632218537,8.79964277392789,8.79964277392789,8.79964277392789
Kepler-818 b,5.111295213308038,0.006837478245872595,1.2037324406955048,0.6052849594706887,,0.0891946,10.03538581,0.00000659,0.00000659,0.00000659,0,27.577869041880085,6.306339675605102,6.306339675605102,6.306339675605102
Kepler-434 b,12.666148225960708,2.9143349900440567,2.0176165315689625,2.4659757608065096,2.85432,0.114265,12.8747099,0.000005,0.000005,0.000005,0.131,908.9555086873555,111.23581400020085,111.23581400020085,111.23581400020085
CoRoT-10 b,10.87271130901052,0.7846286511657077,0.7846286511657077,0.7846286511657077,2.75448,0.105463,13.2406,0.0002,0.0002,0.0002,0.53,875.6991784674099,50.86178141006327,50.86178141006327,50.86178141006327
Kepler-820 b,6.0864765368997045,0.024771847415374488,3.539684025023126,1.7822279362192501,,0.532115,127.8338098,0.0003082,0.0003082,0.0003082,0,39.51668183187707,20.160696746007837,20.160696746007837,20.160696746007837
Kepler-33 f,4.456018199777363,0.40963332171022715,0.40963332171022715,0.40963332171022715,,0.253499,41.02902,0.00042,0.00042,0.00042,0,20.78822564527468,3.8405277141709346,3.8405277141709346,3.8405277141709346
HATS-17 b,8.834290909204935,0.5660568896066226,0.5660568896066226,0.5660568896066226,1.34126,0.130891,16.254611,0.000073,0.000073,0.000073,0.029,426.33191523551267,23.668247996384448,23.668247996384448,23.668247996384448
Kepler-230 b,4.259995544754707,2.1699914156253426,2.1699914156253426,2.1699914156253426,,0.199823,32.625555,0.000126,0.000126,0.000126,,18.94825815506679,14.014822677513308,14.014822677513308,14.014822677513308
Kepler-258 b,4.0599937015725684,2.7099952713190447,2.7099952713190447,2.7099952713190447,,0.109294,13.19722,0.000019,0.000019,0.000019,,17.097929843326302,14.46062403836497,14.46062403836497,14.46062403836497
Kepler-302 c,12.449926987660904,2.5399998695536286,2.5399998695536286,2.5399998695536286,,0.495205,127.282184,0.000427,0.000427,0.000427,,317.8166114291453,175.7913597469117,175.7913597469117,175.7913597469117
Kepler-747 b,5.26822094354118,0.006052849594706887,0.5656051676831658,0.28582900863893634,,0.198299,35.61760587,0.00005345,0.00005345,0.00005345,0,29.350427628803853,3.1861433112383244,3.1861433112383244,3.1861433112383244
Kepler-827 b,5.6269083269312175,0.009527633621297878,1.144997381665386,0.5772625076433421,,0.265894,51.92927591,0.00009288,0.00009288,0.00009288,0,33.61578080747213,6.718706728934419,6.718706728934419,6.718706728934419
Kepler-841 b,5.234594001348364,0.02073661435223656,0.7526830560825324,0.3867098352173845,,0.462033,124.4198398,0.000331,0.000331,0.000331,0,28.965805965652304,4.235796233805363,4.235796233805363,4.235796233805363
Kepler-51 c,5.704900414857089,,,,,0.379271,85.3128662,0.00096,0.00096,0.00096,,4.0044893040072305,0.4004489304007231,0.4004489304007231,0.4004489304007231
Kepler-11 e,4.185175598375692,0.0699193800034493,0.08989647382135747,0.07990792691240338,,0.19466,31.9996,0.0008,0.0012000000000000001,0.001,0.012,8.400274420006024,2.4980385658330824,1.9005433363462887,2.199290951089685
Kepler-117 c,11.2999976544739,2.1399961831893513,2.1399961831893513,2.1399961831893513,,0.268407,50.790412,0.000039,0.000039,0.000039,,293.5843660741187,189.3599043386562,189.3599043386562,189.3599043386562
Kepler-9 b,9.437961775450368,0.773419670434769,0.773419670434769,0.773419670434769,0.248865,0.140548,19.243158,0.000098,0.000098,0.000098,0.150841,79.11885633222857,6.670366822336044,6.670366822336044,6.670366822336044
Kepler-31 d,4.55999270503755,1.1099984602311033,1.1099984602311033,1.1099984602311033,,0.386163,87.648901,0.000801,0.000801,0.000801,,21.79983591945365,10.343659435572963,10.343659435572963,10.343659435572963
Kepler-108 b,8.64998163904611,0.4799988191467678,0.4799988191467678,0.4799988191467678,,0.262717,49.183921,0.000054,0.000054,0.000054,,85.34202340062267,14.421437250175757,14.421437250175757,14.421437250175757
Kepler-31 b,4.296155716592716,0.799285514369483,0.799285514369483,0.799285514369483,,0.158038,20.8613,0.0002,0.0002,0.0002,0,19.28110749221653,7.465162604198052,7.465162604198052,7.465162604198052
Kepler-248 c,4.069992112384567,0.48999947175491126,0.48999947175491126,0.48999947175491126,,0.125503,16.239494,0.000024,0.000024,0.000024,,17.20910209400422,4.726950025107964,4.726950025107964,4.726950025107964
Kepler-278 b,4.069992112384567,0.1599992327495649,0.1599992327495649,0.1599992327495649,,0.189627,30.160546,0.000311,0.000311,0.000311,,17.20910209400422,1.702190810987245,1.702190810987245,1.702190810987245
Kepler-473 b,4.080068986061679,0.003362694219281604,1.453804800802747,0.7285837475110142,,0.118968,14.55731705,0.00001399,0.00001399,0.00001399,0,17.32176808275585,6.585541568745605,6.585541568745605,6.585541568745605
Kepler-1326 b,4.180949812640128,0.00560449036546934,2.2698185980150827,1.137711544190276,,0.269138,42.3514267,0.0001372,0.0001372,0.0001372,0,18.231104971376922,9.45259700210907,9.45259700210907,9.45259700210907
Kepler-492 b,9.594887505683511,0.006052849594706887,1.7985930480864207,0.9023229488405637,,0.0989169,11.72012266,0.00000153,0.00000153,0.00000153,0,204.61541950386663,67.48422582103042,67.48422582103042,67.48422582103042
Kepler-89 d,11.511623210674022,1.087271130901052,1.087271130901052,1.087271130901052,0.302867,0.173437,23.342989,0.0000067,0.0000067,0.0000067,0.022,52.09777021191121,6.899703289143315,7.0997370643768205,6.999720176760068
Kepler-33 e,4.02322824477509,0.0007205771725749047,0.0007205771725749047,0.0007205771725749047,,0.213825,31.7844,0.00039,0.00039,0.00039,0,16.694779471728435,0.007814888003414682,0.007814888003414682,0.007814888003414682
Kepler-1527 b,4.7750257913798775,0.03956770198021354,2.6617966541760083,1.350682178078111,,0.614964,160.129918,0.001742,0.001742,0.001742,0,23.970491593853566,12.706435251581802,12.706435251581802,12.706435251581802
Kepler-539 b,8.373108606011193,0,0.38110534485191516,0.19055267242595758,,0.498966,125.63243,0.00071,0.00071,0.00071,0,76.68787707140704,5.423318002410364,5.423318002410364,5.423318002410364
HAT-P-15 b,12.016027343566265,0.48198617143036326,0.48198617143036326,0.48198617143036326,1.9513,0.0964692,10.863502,0.000027,0.000027,0.000027,0.19,620.2318298684343,24.024202601185095,24.024202601185095,24.024202601185095
Kepler-82 c,5.34668380865775,2.4435577993446325,2.4435577993446325,2.4435577993446325,,0.256743,51.538,,,,,30.258048307723207,22.234672607211007,22.234672607211007,22.234672607211007
Kepler-487 b,11.421951364826514,0.004259412677756699,1.2175194869945594,0.6108894498361581,,0.117181,15.3587684,0.00000221,0.00000221,0.00000221,0,317.8166114291453,99.49789309028823,99.49789309028823,99.49789309028823
Kepler-890 b,8.888721719634374,0.004259412677756699,3.9188838431507813,1.961571627914269,,0.283321,52.75875577,0.00003345,0.00003345,0.00003345,0,93.6526099728834,50.01638922366174,50.01638922366174,50.01638922366174
Kepler-959 b,4.382711465797024,0.005828669980088113,2.0790417459745063,1.0424352079772972,,0.137986,14.80074836,0.00004706,0.00004706,0.00004706,0,20.089855423320273,9.432510992266746,9.432510992266746,9.432510992266746
Kepler-35 b,8.160137972123358,0.15692573023314152,0.15692573023314152,0.15692573023314152,,0.48628,131.458,0.077,0.105,0.091,0.042,40.36620563422718,6.3563322285829065,6.3563322285829065,6.3563322285829065
Kepler-951 b,5.593281384738401,0.01087271130901052,0.4823224408522914,0.24659757608065097,,0.309084,71.52530845,0.00008419,0.00008419,0.00008419,0,33.203254845837094,2.945171578286632,2.945171578286632,2.945171578286632
K2-139 b,9.24239868863768,0.3886445052915445,0.3886445052915445,0.3886445052915445,0.390243,0.177066,28.38236,0.00026,0.00026,0.00026,0.12,124.0285682434468,25.677675303806367,25.677675303806367,25.677675303806367
Kepler-51 b,7.043701073360405,,,,,0.248169,45.1555023,0.000072,0.000072,0.000072,,2.1007678015466507,1.5000944059455659,0.8008978608014461,1.150496133373506
Kepler-33 d,5.34668380865775,0.49319515216130194,0.49319515216130194,0.49319515216130194,,0.166175,21.77596,0.00011,0.00011,0.00011,0,30.258048307723207,5.469083594456161,5.469083594456161,5.469083594456161
Kepler-257 d,4.949986771609099,2.479998195700914,2.479998195700914,2.479998195700914,,0.165827,24.664551,0.000051,0.000051,0.000051,,25.814940298282615,19.676344230189816,19.676344230189816,19.676344230189816
Kepler-56 c,7.8429910713221815,,,,,0.167568,21.4050484,0.00036,0.00036,0.00036,,62.52692231595862,62.52692231595862,62.52692231595862,62.52692231595862
Kepler-636 b,4.449965350182656,0.007958376318966462,0.2610571612235619,0.13450776877126416,,0.118109,16.08066115,0.0000056,0.0000056,0.0000056,0,20.730096987044288,1.2701350185798936,1.2701350185798936,1.2701350185798936
HD 106315 c,4.581289768426334,0.24165441557830697,0.24165441557830697,0.24165441557830697,,0.150571,21.058,0.0022,0.0022,0.0022,0,22.01007160791403,2.3248507597669983,2.3248507597669983,2.3248507597669983
Kepler-281 c,5.309985605744657,2.0599976877126416,2.0599976877126416,2.0599976877126416,,0.214705,36.337373,0.000111,0.000111,0.000111,,29.831760886813296,19.787929642462586,19.787929642462586,19.787929642462586
Kepler-522 b,6.904732130258227,0.0025780655681158964,2.7099952713190447,1.3562866684435804,,0.25806,38.58422849,0.00004568,0.00004568,0.00004568,0,43.24403505071808,10.586630235010546,10.586630235010546,10.586630235010546
Kepler-953 b,4.214576754832944,0.0026901553754252834,0.6922666499427729,0.3474784026590991,,0.381801,88.40655258,0.00008306,0.00008306,0.00008306,0,18.53446092698604,3.4567959375313846,3.4567959375313846,3.4567959375313846
K2-24 b,5.820812484595725,0.5554935461657861,0.5554935461657861,0.5554935461657861,0.0723532,0.154139,20.8851,0.0003,0.0003,0.0003,0.24,22.9970193130461,5.5024543386562215,5.5024543386562215,5.5024543386562215
Kepler-943 b,5.929550806666562,0.0365412771828601,1.2749094683369655,0.6557253727599128,,0.258472,49.7701438,0.0001172,0.0001172,0.0001172,0,37.446424425027615,8.03173427739279,8.03173427739279,8.03173427739279
Kepler-816 b,10.245008388077954,0.011769429767485615,1.2100094699048305,0.6108894498361581,,0.0906432,10.50682565,0.00000382,0.00000382,0.00000382,0,279.6938732549965,71.35110053228884,71.35110053228884,71.35110053228884
Kepler-297 c,6.539991897273483,1.1800030284881078,1.1800030284881078,1.1800030284881078,,0.347807,74.920137,0.00012,0.00012,0.00012,,37.25223847544441,6.838936753038063,6.838936753038063,6.838936753038063
Kepler-693 b,10.177754503692322,0.011545250152866842,1.2662785531741427,0.6389119016635048,,0.110433,15.37563332,0.00001072,0.00001072,0.00001072,0,159.9005291754544,38.43229155368083,38.43229155368083,38.43229155368083
Kepler-420 b,10.53644188708236,1.3450776877126416,1.3450776877126416,1.3450776877126416,,0.381935,86.647661,0.000034,0.000034,0.000034,0.772,460.8340865722607,111.23581400020085,111.23581400020085,111.23581400020085
Kepler-302 b,4.0599937015725684,0.8499983058904688,0.8499983058904688,0.8499983058904688,,0.189725,30.184104,0.000203,0.000203,0.000203,,17.097929843326302,7.313691207190921,7.313691207190921,7.313691207190921
Kepler-767 b,6.635716592715699,0.016925560903717406,1.3954060111945563,0.7061657860491368,,0.572614,161.5280101,0.0003086,0.0003086,0.0003086,0,38.75614668072713,1.3095824163904788,1.3095824163904788,1.3095824163904788
Kepler-470 b,14.43716718144902,0.0006725388438563208,8.495734855207663,4.24820369702576,,0.185532,24.66919569,0.00000541,0.00000541,0.00000541,0,317.8166114291453,157.09992919554082,157.09992919554082,157.09992919554082
Kepler-699 b,14.112106740251798,0.0039231432558285385,2.5965603863219457,1.3002417647888869,,0.167447,27.80756293,0.00000529,0.00000529,0.00000529,0,317.8166114291453,0,0,0
Kepler-229 c,4.9199915391731075,1.7399924968250733,1.7399924968250733,1.7399924968250733,,0.124621,16.068638,0.000019,0.000019,0.000019,,25.49372304911118,15.899379838304709,15.899379838304709,15.899379838304709
HD 89345 b,6.984383147332278,0.12526260146438595,0.12526260146438595,0.12526260146438595,0.112312,0.105428,11.81399,0.00086,0.00086,0.00086,0.203,35.694619262830166,3.3842384051421113,3.3842384051421113,3.3842384051421113
Kepler-87 c,6.153730421285336,0.08967184584750944,0.08967184584750944,0.08967184584750944,,0.67057,191.2318,0.0015,0.0015,0.0015,0.039,6.399745977704128,0.7999761926283017,0.7999761926283017,0.7999761926283017
HD 17156 b,11.433160345557454,0.8967184584750945,0.8967184584750945,0.8967184584750945,3.30035,0.163197,21.21663,0.00045,0.00045,0.00045,0.6819,1049.6688133976097,35.45562117103545,35.45562117103545,35.45562117103545
Kepler-117 b,7.809991832050296,1.4800001887709504,1.4800001887709504,1.4800001887709504,,0.138351,18.795952,0.000027,0.000027,0.000027,,61.735241136888625,27.622681184091597,27.622681184091597,27.622681184091597
Kepler-46 b,9.056856430598454,0.4707771906994246,0.48198617143036326,0.4763816810648939,,0.1969,33.60134,0.00021,0.00019999999999999998,0.000205,0.01,100.05025836095209,16.973663548257505,16.973663548257505,16.973663548257505
Kepler-799 b,6.882314168796349,0.003474784026590991,1.4200657688026215,0.7117702764146062,,0.502439,133.4605235,0.000253,0.000253,0.000253,0,42.85439188510595,10.988000833584412,10.988000833584412,10.988000833584412
Kepler-857 b,6.803851303679779,0.007173747667800755,2.3803391480221383,1.1937564478449694,,0.378116,85.35129427,0.00009562,0.00009562,0.00009562,0,41.51415923470924,8.105054569649491,8.105054569649491,8.105054569649491
Kepler-432 b,12.834282936924788,0.40352330631379246,0.43715024850660855,0.42033677741020053,5.47081,0.301404,52.501129,0.000067,0.000053,0.00006,0.5134,1719.3878678316762,101.7013156573265,57.20699005724616,79.45415285728633
Kepler-867 b,4.640518022608614,0.031048876624700145,0.6863258901553754,0.35868738339003775,,0.537936,150.242127,0.0006047,0.0006047,0.0006047,0,22.600288836999095,3.451393055137089,3.451393055137089,3.451393055137089
