NAME,R,MSINI,A,PER,ECC,MASS
,rearth,mjupiter,au,day,,mearth
Kepler-107 d,1.0699980915946756,,0.0780099,7.958203,,1.1798433192728732
Kepler-1049 b,0.9527633621297878,,0.0344721,3.27346074,0,0.779632751330722
Kepler-813 b,2.140915319609288,,0.13761,19.12947337,0,5.0754359395400215
Kepler-427 b,13.787046299054577,0.310432,0.091351,10.290994,0,92.16681731445213
Kepler-1056 b,3.015215816622505,,0.185149,27.495606,0,8.62112518328814
Kepler-1165 b,1.546839340869538,,0.0912977,9.478522,0,3.681682971778648
Kepler-1104 b,1.2329878804032548,,0.0627651,5.03728015,0,1.936402584613839
WASP-14 b,14.35870431633245,7.65457,0.0367693,2.243752,0.091,2444.7534327608714
Kepler-50 b,2.1980362854141515,,0.0825598,7.8125124,,5.24127264738375
NN Ser d,,0.642621,3.70596,2605,0.05,204.2356286532088
WASP-105 b,10.9970076963359,1.75919,0.0745473,7.87288,0,559.1093391583811
GJ 625 b,,0.0089295,0.0783624,14.628,0.13,2.837943431756553
Kepler-1279 b,1.7486009940264342,,0.170989,23.4774101,0,4.100724173947976
Kepler-1599 b,1.6253022059861084,,0.48075,122.363553,0,3.8398920809480765
Kepler-20 b,1.9082953425001177,0.0266149,0.0453704,3.6961219,0,8.474452817113589
HAT-P-27 b,11.433160345557454,0.615135,0.0399488,3.039577,0,196.24699030832576
Kepler-181 b,1.2699999347768143,,0.0419466,3.137873,,2.1431994973385557
HD 116029 b,,1.9075,1.64869,670,0,606.2351863010947
Kepler-207 b,1.5699970950596571,,0.0269045,1.611865,,3.72782994375816
Kepler-1156 b,1.3226597262507642,,0.101981,11.89520511,0,2.461082850256101
Kepler-1512 b,1.1769429767485615,,0.13139,20.35972599,0,1.648581504971377
Kepler-787 b,1.2778238033270095,,0.0161327,0.9283105,0,2.188656807271266
Kepler-528 b,2.0848704159545943,,0.143629,19.78297415,0,4.9194197649894535
HD 219828 b,,0.0622185,0.0515012,3.8334999,0,19.774072838204276
Kepler-480 b,2.7798272212727926,,0.0609811,4.9195838,0,7.4214628201265445
Kepler-1567 b,2.734991298349038,,0.5527,153.979578,0,7.216248634126745
HD 3167 b,,0.0157857,0.0181491,0.959641,0,5.050423772220548
Kepler-1390 b,1.1769429767485615,,0.0675681,6.48021673,0,1.648581504971377
Kepler-1642 b,3.1945595083175236,,0.0994208,12.2057513,0,9.686033303203775
Kepler-11 c,2.867436614665809,,0.106909,13.0241,0.0256125,2.8998763548257505
Kepler-871 b,3.743799564133519,,0.159318,22.0459018,0,13.905144164909109
Kepler-1131 b,1.5916752637932925,,0.0458416,3.53232449,0,3.771434382846239
Kepler-705 b,2.107288377416472,,0.231978,56.0560538,0,4.981044405945566
HD 1237 b,,3.3748,0.494668,133.71001,0.511,1072.5675002510795
WASP-21 b,11.993609382104388,0.300201,0.0521087,4.322482,0,95.43142954705232
Kepler-284 c,2.6099999542183405,,0.219317,37.514456,,6.680250918951491
Kepler-186 c,1.2488822150797259,,0.0574114,7.267302,0.03,2.0235542557999393
HD 4308 b,,0.0477376,0.119192,15.56,0,15.171802269759967
Kepler-239 b,2.3299996155594926,,0.101225,11.763051,,5.653131194134779
Kepler-651 b,2.3650949342280616,,0.146649,21.38521506,0,5.769897017173847
Kepler-80 f,1.2329878804032548,,0.017386,0.98678706,0,1.936402584613839
Kepler-1217 b,1.9951985701070851,,0.0320163,2.03232507,0,4.682646389474741
Kepler-895 b,1.5356303601385994,,0.0337283,2.80624233,0,3.6594993723008935
Kepler-628 b,8.395526567473071,,0.121444,15.4580567,0,77.35306723912825
Kepler-408 b,0.8418392888164188,0.000699655,0.0366405,2.46502,,0.22236198126945866
Kepler-174 b,1.9599911616312067,,0.113583,13.98179,,4.593721301596866
Kepler-440 b,1.8600070535112336,,0.353207,101.11141,0,4.352339585216431
Kepler-403 d,1.4235405528292124,,0,13.61159129,0,3.15041436778146
K2-6 b,2.633841456233047,,0.19095,30.9446,,6.778519815205383
Kepler-224 d,2.2999931741427697,,0.0988375,11.349393,,5.555783966054031
Kepler-389 c,1.4599921581662252,,0.116434,14.51143,,3.4262219795119013
Kepler-674 b,1.6925560903717407,,0.0282874,2.24338185,0,3.980112769910615
Kepler-1047 c,0.9863903043226039,,0.0435026,3.18897601,0,0.8823955744702218
Kepler-1247 b,2.3314679920352455,,0.106621,13.71220213,0,5.657962006628502
Kepler-1210 b,1.7037650711026795,,0.0771394,8.07124073,0,4.003949015767801
Kepler-254 c,2.149994594001348,,0.104915,12.412183,,5.101306211710353
Kepler-236 c,1.9999960138599266,,0.162691,23.968127,,4.694945892337048
WASP-25 b,13.67495649174519,0.578118,0.0473714,3.764825,0,183.84737521341768
Kepler-186 d,1.398768705413838,,0.0860831,13.342996,0.03,2.9711594426031933
Kepler-1646 b,1.2329878804032548,,0.0330793,4.48558383,0,1.936402584613839
HATS-11 b,17.268107354854894,0.846543,0.0461455,3.6191634,0,269.0842013156573
HD 24040 b,,4.02189,4.92406,3668,0.04,1278.2234513407652
Kepler-359 c,4.299989188002696,,0.292189,57.68802,,19.31654404439088
Kepler-211 c,1.2899967564008088,,0.0649112,6.04045,,2.260604131766596
Kepler-967 b,2.353885953497123,,0.103279,13.22713379,0,5.7322675303806365
Kepler-1574 b,1.2890327840579483,,0.0726189,6.9424334,0,2.2548516510997287
Kepler-1157 b,1.087271130901052,,0.0483728,4.45743164,0,1.2486855754745403
Kepler-549 b,2.5668565873849576,,0.230006,42.9495649,0,6.506977302400321
Kepler-1510 b,3.3626942192816043,,0.399998,84.703921,0,10.815744230189816
HD 59686 A b,,6.91979,1.08598,299.36,0.05,2199.2242096012856
Kepler-1002 b,1.714974051833618,,0.0556094,4.33642933,0,4.027912388269559
Kepler-294 c,2.7099952713190447,,0.0690438,6.6264,,7.104853911820828
Kepler-263 c,2.4699997848889166,,0.256083,47.332773,,6.1386278497539415
Kepler-349 b,1.9000006967592227,,0.0641159,5.929778,,4.44698537210003
Kepler-1563 b,0.7510017089728915,,0.0445351,3.43276598,0,0.33610060108466405
Kepler-1611 b,0.8070466126275849,,0.0573666,5.1762429,0,0.4328598684342673
Kepler-1284 b,1.2105699189413774,,0.0140554,0.66407381,0,1.8176662985839105
HD 200964 b,,1.94873,1.64347,613.8,0.04,619.3387651903184
Kepler-706 b,13.17055235885295,,0.223617,41.40831347,0,317.8166114291453
HD 147018 b,,2.12711,0.238855,44.236,0.4686,676.0308923370493
HD 218566 b,,0.212872,0.687282,225.7,0.3,67.65425770814502
HD 45364 b,,0.187149,0.68156,226.93,0.1684,59.47906101235312
Kepler-1177 b,1.9055267242595757,,0.436075,106.247547,0,4.4602383247966255
Kepler-1364 b,2.1521243003402266,,0.125617,13.32196237,0,5.1074082906497935
Kepler-653 b,1.9503626471833304,,0.118258,14.70748976,0,4.569757929095109
Kepler-553 b,4.629309041877675,,0.0482066,4.03046804,0,22.487972446520036
Kepler-361 b,1.4499937473542277,,0.081426,8.486616,,3.3491514512403335
Kepler-318 c,3.679998045813016,,0.101523,11.815007,,13.333074264336648
WASP-140 b,13.89431624464966,2.4185,0.0323373,2.2359835,0.047,773.9247649894546
Kepler-372 b,1.359996841065521,,0.0705863,6.849692,,2.703719942251682
Kepler-197 e,0.9099988588451106,,0.168262,25.209715,,0.6620533177663954
HD 141937 b,,9.4752,1.50087,653.21997,0.41,3011.3759566134377
K2-11 b,15.198369062887066,,0.25272,39.93767,0,317.8166114291453
Kepler-405 c,4.659988022138254,,0.187804,29.726682,,22.796032087978304
Kepler-104 d,3.579991519731581,,0.271796,51.755394,,12.48212028723511
Kepler-702 b,9.168946237907841,,0.0907551,10.52629406,0,168.91476172541928
Kepler-26 d,1.0699980915946756,,0.0454914,3.543919,,1.1798433192728732
Kepler-159 b,2.379991669619479,,0.0916828,10.139623,,5.820461640052224
HD 156668 b,,0.0130582,0.0499846,4.6455,0,4.150112875364066
MOA-2009-BLG-387L b,,,1.76808,1970,,826.3231897157779
Kepler-1045 b,2.690155375425283,,0.165053,26.41045478,0,7.017962850256101
Kepler-905 b,1.4123315720982736,,0.0568739,5.08274652,0,3.068490779853369
Kepler-763 b,1.2217788996723162,,0.0208123,1.19655156,0,1.8764274118710453
Kepler-1376 b,1.053644188708236,,0.059158,5.30880656,0,1.1170141533594455
Kepler-32 f,0.8192677643185274,,0.0130732,0.74296,0,0.4564196138395099
WASP-103 b,17.127322556874304,1.48481,0.0198682,0.925542,0,472.8825143115396
Kepler-990 c,1.5244213794076606,,0.0131638,0.53835431,0,3.9492845586019882
WASP-131 b,13.916958385726156,0.272434,0.0608315,5.322023,0,86.91489781058553
Kepler-221 e,2.6299967758423355,,0.136253,18.369917,,6.762533639650497
Kepler-1028 b,1.333868706981703,,0.0349411,2.51462432,0,2.5324040760269155
Kepler-256 c,2.149994594001348,,0.0441473,3.38802,,5.101306211710353
GJ 649 b,,0.325341,1.13179,598.3,0.3,103.39877417896956
Kepler-1333 b,2.8134541634656087,,0.439185,109.6471842,0,7.5800533092296885
Kepler-276 b,2.869992262272463,,0.114376,14.12841,,7.856045254594757
Kepler-1042 b,2.1857512425330428,,0.0832577,10.13202575,0,5.204977990358541
Kepler-264 c,2.829998619024474,,0.52792,140.101261,,7.659602807070402
HD 132406 b,,5.60495,1.98227,974,0.34,1781.3462162297878
Kepler-143 b,2.409998111036202,,0.124306,16.007583,,5.924069855378126
Kepler-1225 b,1.8158548784120663,,0.0746694,7.01075434,0,4.250574706236819
Kepler-189 c,2.379991669619479,,0.144846,20.134866,,5.820461640052224
HD 38529 c,,12.2603,3.6002,2146.0503,0.355094,3896.5270011047505
Kepler-62 b,1.308827844028786,,0.0552794,5.714932,0.0707107,0
Kepler-281 b,2.8200002082124764,,0.117153,14.646008,,7.611421808777744
Kepler-1006 b,1.5356303601385994,,0.13168,19.76172042,0,3.6594993723008935
Kepler-196 c,2.239991500290055,,0.256426,47.427737,,5.367731877071407
Kepler-238 c,2.390001289412207,,0.0657332,6.155557,,5.854754052425429
Kepler-49 c,2.5477228572772455,,0.07889,10.9129343,,6.432004363764185
Kepler-55 c,2.2080234872454176,,0.202122,42.1516418,,5.270988500552375
Kepler-791 b,3.0488427588153213,,0.127324,14.5539759,0,8.810353193733052
WASP-19 b,15.535647293081011,1.11405,0.0163152,0.78884,0.0046,360.21016922767893
Kepler-310 d,2.4699997848889166,,0.401368,92.876125,,6.1386278497539415
Kepler-619 c,1.6925560903717407,,0.022851,1.20846503,0,3.980112769910615
Kepler-204 c,1.7899957598657905,,0.170262,25.660593,,4.19225535803957
Kepler-26 b,3.5967825728665277,,0.0902469,12.282356,0,12.62116505473536
Kepler-374 c,1.0999978076229597,,0.0432285,3.282807,,1.3010585748719494
Kepler-395 b,1.0299977229582475,,0.0719854,7.054346,,1.0301294481269458
WASP-93 b,12.383681911541053,1.42669,0.0417621,2.7325321,0,458.85408908305715
K2-16 b,2.058417221429579,,0.0666347,7.6188,,4.847974590740183
HD 126614 A b,,0.385706,2.36847,1244,0.41,122.58377392788992
Kepler-875 b,2.903126009313118,,0.181834,27.5073799,0,8.02334391885106
Kepler-1508 b,1.333868706981703,,0.154158,20.7056504,0,2.5324040760269155
Kepler-1568 b,1.3002417647888869,,0.152944,20.925392,0,2.322314583207793
Kepler-80 e,1.639997179724369,,0.0544864,4.645387,,3.870148222356131
Kepler-83 d,1.9399943400072122,,0.0585134,5.169796,,4.544141910213919
Kepler-519 b,2.0960793966855333,,0.157968,24.3078946,0,4.950120849653509
Kepler-192 d,1.0200172465154198,,0,6.47027579,0,0.9948422697599677
Kepler-167 b,1.4499937473542277,,0.0481157,4.393147,,3.3491514512403335
HD 215152 b,,0.00572025,0.0576393,5.75999,0,1.8179904715275683
Kepler-772 b,1.8158548784120663,,0.107432,12.99207337,0,4.250574706236819
Kepler-295 d,1.359996841065521,,0.204929,33.884054,,2.703719942251682
Kepler-337 b,1.5400018626236656,,0.043316,3.292781,,3.668143984131767
HIP 67537 b,,,4.9058,2556.5,0.59,
HD 177830 b,,1.31967,1.13872,410.1,0.096,419.4130476047001
Kepler-516 b,5.738998134240604,,0.195757,24.85462415,0,35.009724465200364
Kepler-1562 b,3.5532468917075617,,0.316103,64.2737752,0,12.263780275183288
Kepler-226 d,1.2199966717360968,,0.0789926,8.109044,,1.8670041493421712
K2-99 b,14.588600511124001,0.974675,0.158693,18.249,0.19,310.0177096012855
HD 42012 b,,1.6121,1.66108,857.5,0,512.3521592849252
HD 38283 b,,0.338157,1.02382,363.2,0.41,107.47191187104549
Kepler-386 b,1.3900032824822437,,0.104341,12.31043,,2.9093027955207393
Kepler-922 b,1.4235405528292124,,0.0184414,0.93846683,0,3.15041436778146
HD 217786 b,,13.1868,2.3791,1319,0.4,4190.984091593853
Kepler-363 c,1.6900004427650865,,0.0752686,7.542427,,3.974678105855177
Kepler-687 b,3.5196199495147455,,0.134386,20.50586978,0,11.994653168625087
Kepler-1457 b,1.9951985701070851,,0.270431,51.1110243,0,4.682646389474741
CoRoT-24 c,4.7963452727301235,0.0872135,0.0980725,11.759,0,27.722094220146634
Kepler-567 b,2.2530051269186746,,0.119888,16.54297375,0,5.40777677011148
Kepler-1453 b,2.667737413963406,,0.252883,47.1611696,0,6.921410163703926
Kepler-24 d,1.6699924121603613,,0.0513038,4.244384,,3.9325356231796724
HD 32518 b,,3.34549,0.595162,157.54,0.01,1063.2522953700914
Kepler-980 b,2.667737413963406,,0.101644,11.55102504,0,6.921410163703926
Kepler-472 b,3.2169774697794007,,0.048077,4.17625551,0,9.829050778346891
Kepler-402 c,1.5599986842476599,,0.0655142,6.124821,,3.7078392788992667
Kepler-435 b,22.305871654567973,0.854333,0.0948432,8.6001536,0.114,266.96595360048207
WASP-18 b,14.201778586099309,10.0636,0.0201401,0.9414529,0.00848,3241.9201265441397
HD 145934 b,,2.28382,4.6069,2730,0.053,725.8359335141106
CoRoT-6 b,13.0696715322745,2.95325,0.0854177,8.886593,0,938.7158561815808
Kepler-127 c,2.6599920082783273,,0.186396,29.393195,,6.888420799437582
Kepler-839 b,2.5668565873849576,,0.235594,37.8144514,0,6.506977302400321
Kepler-203 c,2.4699997848889166,,0.0600193,5.370647,,6.1386278497539415
Kepler-1234 b,2.8134541634656087,,0.0949095,11.94014029,0,7.5800533092296885
Kepler-1127 b,1.961571627914269,,0.0575745,5.12330347,0,4.597662227578588
Kepler-732 c,1.266614822596071,,0.0143082,0.89304124,0,2.1237236953901775
HD 73267 b,,3.06257,2.19849,1260,0.256,973.3356196645575
HD 147513 b,,1.17965,1.30958,528.40002,0.26,374.9123656723913
K2-28 b,2.367191013624747,,0.0214313,2.260455,0,5.776984327608718
Kepler-1528 b,1.4571674950220284,,0.0291497,1.79111021,0,3.4043244149844325
Kepler-893 b,3.026424797353444,,0.0670296,6.33855761,0,8.683703274078537
Kepler-1387 b,0.9303454006679105,,0.0317279,2.27952666,0,0.7162251591844933
Kepler-1062 b,1.7598099747573728,,0.0786582,9.30412078,0,4.1252913980114485
HD 72659 b,,3.1741,4.75375,3658,0.22,1008.7817063372502
K2-29 b,13.610168583120364,0.361551,0.0421448,3.2588321,0.066,115.10268871145928
BD +14 4559 b,,1.51929,0.775866,268.94,0.29,482.8555995781862
HD 1605 b,,0.96903,1.48605,577.9,0.078,307.97383097318465
Kepler-79 b,3.542037910976623,,0.114456,13.485,0.015,10.901109772019684
Kepler-202 b,1.6299987689123718,,0.0498841,4.069427,,3.8495219242743803
Kepler-709 b,2.9255439707749957,,0.115768,16.08524954,0,8.13893382042784
HD 197037 b,,0.807324,2.07477,1035.7,0.22,256.58097800542333
HD 70642 b,,1.90944,3.18072,2068,0.034,606.8517505272672
KELT-2 A b,14.414749219987144,1.52019,0.0549707,4.1137912,0,483.2846520036156
Kepler-10 b,1.4159969087972906,0.0142142,0.0167573,0.837495,0,4.539183971075625
Kepler-208 e,1.4800001887709504,,0.125606,16.259458,,3.583763673797328
Kepler-1365 b,0.9191364199369718,,0.0763129,7.69993485,0,0.685994443105353
Kepler-270 c,1.769998938241796,,0.168498,25.262887,,4.147761032439489
Kepler-966 b,4.124904908985434,,0.423716,99.747622,0,17.731243004921158
Kepler-1010 b,2.320259011304307,,0.196353,34.2685705,0,5.621285969669579
HD 17674 b,,0.875702,1.41961,623.8,0,278.3126422617254
K2-24 c,8.018893605932801,0.0980475,0.246993,42.3633,0,31.16141024404941
Kepler-811 b,2.701364356156222,,0.161485,23.58447697,0,7.066906608416189
Kepler-225 c,1.839999022906508,,0.138343,18.794234,,4.305874796625488
Kepler-1305 b,1.8831087627976983,,0.11018,13.5630972,0,4.406718007431958
Kepler-150 d,2.789993766795754,,0.105752,12.56093,,7.4689764035352
K2-77 b,2.3569235872752072,,0.0738763,8.199796,0.14,5.742437661946369
Kepler-1322 b,1.6140932252551699,,0.0184246,0.96286738,0,3.8169457216028926
Kepler-405 b,2.079994509336636,,0.0945195,10.613839,,4.906135030631717
Kepler-208 b,1.6299987689123718,,0.0511769,4.22864,,3.8495219242743803
M 67 YBP 1194 b,,0.346328,0.0715732,6.958,0.24,110.06879140303306
Kepler-1084 b,1.1096890923629295,,0.0328337,2.05333679,0,1.3418980094405946
Kepler-616 b,2.4323488186136935,,0.0902152,9.99761851,0,6.002824811690268
Kepler-325 d,2.789993766795754,,0.223972,38.715185,,7.4689764035352
Kepler-1065 c,1.602884244524231,,0.0340815,2.37030743,0,3.79412648890228
Kepler-1464 c,0.9975992850535426,,0.0600955,5.32786292,0,0.9187728638144019
Kepler-340 c,3.3699912657374447,,0.157474,22.824669,,10.86783437280305
Kepler-682 b,7.375509320957652,,0.103131,12.61190667,0,52.136861655117
Kepler-507 b,1.3002417647888869,,0.0480157,3.56809693,0,2.322314583207793
HD 40307 c,,0.0211468,0.0800702,9.62,0,6.720804318569851
HD 142 b,,1.3057,1.04292,350.3,0.26,414.97314954303505
Kepler-257 b,2.6099999542183405,,0.0349126,2.382667,,6.680250918951491
K2-95 b,3.5250226782270584,,0.0652569,10.13389,,12.037494847845737
HATS-34 b,16.39683328263903,0.930265,0.0316765,2.1061607,0,298.3579715777845
Kepler-976 b,3.956770198021354,,0.418342,105.9564148,0,15.987891764587726
WASP-10 b,12.105699189413777,3.19034,0.0384536,3.0927616,0.0507142,1014.2926463794314
Kepler-982 b,2.2530051269186746,,0.129335,15.7738221,0,5.40777677011148
GJ 328 b,,2.3,4.43476,4100,0.37,730.9782062870341
WASP-17 b,21.65575077217353,0.507667,0.0499354,3.735433,0,161.62468429245757
HAT-P-17 b,11.321070538248067,0.530106,0.0882385,10.338523,0.346,168.49301908205283
Kepler-162 b,1.260001523964817,,0.0710671,6.919798,,2.0860020417796523
Kepler-487 c,2.6789463946943446,,0.216804,38.6519976,0,6.969464035352013
HD 67087 b,,3.09805,1.08217,352.2,0.17,984.6117530380636
Kepler-293 c,3.8299966259544376,,0.280136,54.155743,,14.715385834086574
HD 102329 b,,4.47808,1.80892,778.1,0.211,1423.2082113086271
Kepler-872 b,1.9951985701070851,,0.0374071,2.57885507,0,4.682646389474741
Kepler-1542 d,0.8743004970132171,,0.0632508,5.99273738,0,0.5743899618358943
BD -06 1339 c,,0.168248,0.436631,125.94,0.31,53.472009239730845
HD 159868 b,,2.20004,2.29553,1178.4,0.01,699.2092578085768
K2-21 b,1.5899939166836519,,0.0747146,9.32414,,3.7680337451039465
Kepler-424 b,9.975992850535425,1.03429,0.0436419,3.3118644,0.002,244.79029953801347
Kepler-262 c,1.639997179724369,,0.152976,21.853722,,3.870148222356131
WASP-117 b,11.444369326288392,0.27543,0.0946483,10.02165,0.302,87.55847644872955
WASP-75 b,14.235405528292125,1.06236,0.0375112,2.484193,0,340.06377422918547
Kepler-1293 b,0.9751813235916652,,0.0650345,5.57654784,0,0.8470925052726723
Kepler-222 b,3.159991011743309,,0.0487958,3.936981,,9.469886225770814
Kepler-334 b,1.1199979919411738,,0.0607596,5.470319,,1.3862493175655317
HD 114783 b,,1.10505,1.15987,493.7,0.144,351.20324645977706
GJ 581 e,,0.00613456,0.028459,3.14945,0.32,1.9496650718087774
Kepler-1638 b,1.8718997820667596,,0.787843,259.33683,0,4.380212102038766
Kepler-605 b,1.434749533560151,,0.0427433,3.38353807,0,3.2336886763081245
Kepler-327 c,1.0299977229582475,,0.0588339,5.212333,,1.0301294481269458
Kepler-793 b,1.367495649174519,,0.0509367,4.24153639,0,2.754205110977202
Kepler-1555 b,1.6140932252551699,,0.0800056,8.10501635,0,3.8169457216028926
Kepler-419 b,,,0.370106,69.7546,0.833,794.5415285728633
epsilon Ret b,,1.37669,1.19471,428.1,0.06,437.53495078839
GJ 674 b,,0.034879,0.0386657,4.6938,0.2,11.085125590037158
Kepler-511 b,6.355492074442231,,0.870478,296.637865,0,34.4824667068394
Kepler-1361 b,0.8630915162822784,,0.0430059,3.57554956,0,0.5487262704629909
HD 7924 c,,0.0248402,0.113438,15.299,0.098,7.894628191222255
Kepler-57 c,1.5486103598250263,,0.0942979,11.6092567,,3.685178954504368
WASP-157 b,11.939694184788575,0.559161,0.0528415,3.9516205,0,178.4085795420307
HD 168443 c,,17.3857,2.85281,1749.83,0.2113,5525.464261323691
K2-35 b,1.4271834715667675,,0.0320135,2.39984,,3.177333434769509
Kepler-172 c,2.859993851460466,,0.0673847,6.388996,,7.806370518228382
Kepler-1350 b,2.522020664461203,,0.0436851,4.4968604,0,6.333004489304006
WASP-70 A b,13.047253570812622,0.589331,0.0485382,3.7130203,0,187.53595480566435
Kepler-933 b,2.454766780075571,,0.109579,14.20443009,0,6.083200632720699
Kepler-1406 b,1.0984801116319907,,0.102102,11.62905828,0,1.294740380636738
Kepler-1530 b,1.6365111867170472,,0.035902,2.5904434,0,3.86293378527669
Kepler-400 c,1.4899985995829477,,0.131115,17.340824,,3.6641394948277597
Kepler-220 e,1.3300016086295292,,0.250899,45.902733,,2.507652518328814
Kepler-1111 b,1.9951985701070851,,0.0860862,8.79617863,0,4.682646389474741
WASP-57 b,10.26742634953983,0.675475,0.0386362,2.838971,0,214.80811604901072
Kepler-177 b,,,0.221683,36.855,,
HAT-P-37 b,13.204179301045766,1.1719,0.0379273,2.79736,0.058,372.99593150547355
Kepler-198 c,2.4699997848889166,,0.264081,49.567416,,6.1386278497539415
Kepler-1166 b,1.6925560903717407,,0.195344,33.2406882,0,3.980112769910615
Kepler-458 c,4.203367774102005,,0.146743,20.74028413,0,18.433045646278998
Kepler-1605 b,1.0760621501701133,,0.361924,85.7565495,0,1.2037208812895448
K2-60 b,7.9011320543735595,0.424419,0.0403268,3.00265,0,134.93412744802652
Kepler-1222 b,0.7846286511657077,,0.0284953,1.91694425,0,0.39198865220447926
Kepler-1635 b,3.642918737555071,,1.13739,469.63111,0,13.011126036958922
Kepler-65 b,1.4500049563349586,,0.0351719,2.15491,,3.3492150145626187
Kepler-615 b,1.7373920132954954,,0.0837217,10.35584657,0,4.076284076529075
Kepler-249 b,1.0899982759128894,,0.0434366,3.306539,,1.259790087877875
WASP-106 b,12.161744093068467,1.815,0.089107,9.289715,0,611.7969770011048
HD 81040 b,,6.87654,1.9372,1001.7,0.526,2185.478641156975
HD 208527 b,,10.014,2.099,875.5,0.08,3182.615546851461
Kepler-165 b,2.320001204747495,,0.0794582,8.180848,,5.62042786481872
Kepler-28 b,3.5967825728665277,,0.0581375,5.91213,0,12.62116505473536
Kepler-118 c,7.6799900735328706,,0.145024,20.17202,,58.706131013357435
Kepler-1216 b,1.3899136106363963,,0.0521389,4.37034536,0,2.9086766967962236
HAT-P-32 b,20.0528665276493,0.861357,0.0342627,2.150008,0,273.80409581199154
GJ 163 c,,0.0215524,0.125354,25.63058,0.099,6.849710736165512
HD 95089 b,,1.12925,1.38575,507,0.157,358.8944084563624
XO-3 b,13.641329549552374,13.0547,0.0477112,3.1915426,0.2884,4222.161901175053
Kepler-1380 b,1.434749533560151,,0.0914589,10.3108245,0,3.2336886763081245
Kepler-478 b,2.7125733368871607,,0.103659,13.2217576,0,7.116263528171136
HD 114729 b,,0.944758,2.10235,1114,0.167,300.2597861805765
Kepler-122 e,2.5999903344256126,,0.221179,37.993273,,6.639538611027417
Kepler-634 b,1.894317743528637,,0.0590906,5.16950177,0,4.433382821130863
Kepler-881 b,1.7822279362192501,,0.0539414,4.44448017,0,4.174902571055539
Kepler-103 c,5.139530635769273,,0.64119,179.612,0,27.892602832178362
Kepler-997 b,1.3562866684435804,,0.0406211,2.70730672,0,2.678958850055237
HATS-8 b,9.863432266035339,0.138218,0.0466748,3.583893,0,43.96039369287938
Kepler-1503 b,2.275423088380552,,0.376527,96.16987,0,5.4777282062870345
HD 100655 b,,1.33352,0.682908,157.57,0.085,423.8148076729938
Kepler-400 b,1.6499955905363666,,0.0848304,9.024389,,3.8908380837601686
HD 141399 c,,1.33442,0.689382,201.99,0.048,424.10084262328
WASP-119 b,15.31998650381775,1.22567,0.0363001,2.49979,0,391.02566787184895
Kepler-106 c,2.49977083771029,,0.111348,13.5708,0,10.439576488902281
Kepler-113 b,1.8200022012825134,,0.0502736,4.754,0,4.260013859596263
Kepler-1178 b,1.0648531694391745,,0.182381,31.80634,0,1.159833585417294
HIP 65891 b,,6.00119,2.80589,1084.5,0.13,1907.2778703424726
Kepler-595 b,3.8110534485191514,,0.161025,25.30292332,0,14.5335947323491
K2-138 f,2.8681988253555133,,0.104299,12.75759,0,7.847114607813598
HD 142415 b,,1.66194,1.06061,386.29999,0.5,528.1921391985537
Kepler-1359 b,2.8246631441965473,,0.274559,59.4970952,0,7.633827879883499
Kepler-785 b,13.024835609350745,,0.0282249,1.97376093,0,317.8166114291453
CoRoT-9 b,11.769429767485613,0.843564,0.406991,95.2738,0.11,268.09865200361554
HD 114386 b,,1.3637,1.72685,937.70001,0.23,433.4065130059254
HD 103197 b,,0.0982431,0.249018,47.84,0,31.223289138294668
Kepler-698 b,3.6765456797478873,,0.123396,16.32976218,0,13.30278634126745
Kepler-1022 b,2.3650949342280616,,0.0863273,10.99469878,0,5.769897017173847
7 CMa b,,2.43233,1.80264,763,0.14,773.0348784774529
K2-3 b,2.1857512425330428,,0.0769351,10.05403,,5.204977990358541
Kepler-368 b,3.2599975378247437,,0.175473,26.84768,,10.109968881189111
Kepler-913 b,2.062452454492717,,0.0794059,10.29672521,0,4.858780355528773
Kepler-1224 b,1.333868706981703,,0.116229,13.32351601,0,2.5324040760269155
Kepler-335 b,3.3899992963421703,,0.0685981,6.562331,,11.011964206086171
WASP-16 b,11.29865257678619,0.839364,0.0417858,3.1186009,0,267.6950249071005
Kepler-316 b,1.0599985598846051,,0.0335097,2.240508,,1.1411586813297177
HD 152581 b,,1.51375,1.48938,689,0,481.09489555086867
KIC 11442793 h,11.321070538248067,,0.996347,331.60059,,297.9266944360751
Kepler-103 b,3.36968862325771,0.030444,0.127704,15.9654,0,9.699604072511802
Kepler-1426 b,1.5580483216004768,,0.115827,14.2563227,0,3.703961916239831
Kepler-993 b,2.9703798936987504,,0.127733,22.08557563,0,8.376025012553983
Kepler-338 b,2.4399933434721937,,0.112199,13.726976,,6.030061695289747
Kepler-1588 b,0.7622106897038303,,0.0762521,7.84931739,0,0.3540286361353821
Kepler-985 b,2.981588874429689,,0.451946,116.331901,0,8.436537295370092
HATS-31 b,18.934210250701618,0.885819,0.0477869,3.37796,0,282.60348433263033
WASP-167 b,17.73675483921544,,0.0359649,2.0219596,,317.8166114291453
Kepler-974 b,1.5692573023314154,,0.0409318,4.19449651,0,3.726336205684443
Kepler-1248 b,1.1769429767485615,,0.0796726,7.46725407,0,1.648581504971377
Kepler-129 b,2.3699932588074817,,0.123186,15.79186,,5.786455262629306
Kepler-1331 b,1.053644188708236,,0.0149794,0.78916165,0,1.1170141533594455
PH-1 b,6.174478244618303,,0.629412,138.506,0.0539,31.920547002109068
