Nout,datetag,epsilon,file,generalRelativity,ps[0].m,ps[1].M,ps[1].Omega,ps[1].a,ps[1].e,ps[1].f,ps[1].inc,ps[1].m,ps[1].omega,ps[2].M,ps[2].Omega,ps[2].a,ps[2].e,ps[2].f,ps[2].inc,ps[2].m,ps[2].omega,sim.integrator,tides,tmax
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10.0,20191125T085313,0.0001,simulation_archive/sa20191126T072813.bin,False,0.927,-2.7867867344682344,-0.008302686463276967,0.23890534375810638,0.47025326869267453,-2.995828808544764,0.6203493386650901,0.002023739776014969,1.15769319829527,-1.1756873734232478,3.1333078916472683,1.922986702683229,0.13298667208960627,-1.4349430170150674,0.058925504892425803,0.006290776001857852,2.396788727162408,ias15,False,62.83185307179586
