date,datetag,sim.integrator,sim.N,ps[0].m,ps[1].m,ps[1].a,ps[1].e,ps[1].inc,ps[1].Omega,ps[1].omega,ps[1].f,ps[1].M,ps[2].m,ps[2].a,ps[2].e,ps[2].inc,ps[2].Omega,ps[2].omega,ps[2].f,ps[2].M,tmax,Nout,generalRelativity,tides,epsilon,datetime,file,runtime
2019-11-27,20191127T075124,ias15,3.0,0.927,0.0,1.0000554793954284,0.7967474499060532,0.9246091961593988,-1.65111773528712,0.9907421745966288,-1.8844789054055824,-0.25943288667583186,0.006290776001857852,1.923000009778576,0.13300014212579253,0.0,0.0,-2.785600401430352,3.5567594639361224,-2.6085144034929932,10000.0,1000.0,False,False,1e-06,07:51:24,/storage/home/len56/work/warm_jupiters/simulation_archive/sa20191127T075124.bin,0.01932
2019-11-27,20191127T075210,ias15,3.0,0.927,0.0,1.0000554793954284,0.7967474499060532,0.9246091961593988,-1.65111773528712,0.9907421745966288,-1.8844789054055824,-0.25943288667583186,0.006290776001857852,1.923000009778576,0.13300014212579253,0.0,0.0,-2.785600401430352,3.5567594639361224,-2.608514403492993,10000.0,1000.0,True,False,1e-06,07:52:10,/storage/home/len56/work/warm_jupiters/simulation_archive/sa20191127T075210.bin,0.023477
2019-11-27,20191127T075210,ias15,3.0,0.927,0.0,1.0000554793954284,0.7967474499060532,0.9246091961593988,-1.65111773528712,0.9907421745966288,-1.8844789054055824,-0.25943288667583186,0.006290776001857852,1.923000009778576,0.13300014212579253,0.0,0.0,-2.785600401430352,3.5567594639361224,-2.6085144034929932,10000.0,1000.0,False,False,1e-06,07:52:10,/storage/home/len56/work/warm_jupiters/simulation_archive/sa20191127T075210.bin,0.023666
2019-11-27,20191127T075210,ias15,3.0,0.927,0.0,1.0000554793954284,0.7967474499060532,0.9246091961593988,-1.65111773528712,0.9907421745966288,-1.8844789054055824,-0.25943288667583186,0.006290776001857852,1.923000009778576,0.13300014212579253,0.0,0.0,-2.785600401430352,3.5567594639361224,-2.608514403492993,10000.0,1000.0,True,False,1e-06,07:52:10,/storage/home/len56/work/warm_jupiters/simulation_archive/sa20191127T075210.bin,0.021676
2019-11-27,20191127T075211,ias15,3.0,0.927,0.0,1.0000554793954284,0.7967474499060532,0.9246091961593988,-1.65111773528712,0.9907421745966288,-1.8844789054055824,-0.25943288667583186,0.006290776001857852,1.923000009778576,0.13300014212579253,0.0,0.0,-2.785600401430352,3.5567594639361224,-2.6085144034929932,10000.0,1000.0,False,False,1e-06,07:52:11,/storage/home/len56/work/warm_jupiters/simulation_archive/sa20191127T075211.bin,0.021633000000000003
2019-11-27,20191127T075241,ias15,3.0,0.927,0.002023739776014969,0.2389000000000001,0.4686000000000002,0.6215925379262556,0.0,1.1520115540958653,0.03812438091597637,0.012188506831303087,0.006290776001857852,1.923,0.13299999999999984,0.05908587035153257,3.1415926535897927,2.388744880742037,-4.858929729030368,1.1656355942369334,100.0,100.0,True,False,1e-09,07:52:41,/storage/home/len56/work/warm_jupiters/simulation_archive/sa20191127T075241.bin,2.78055
2019-11-27,20191127T080609,ias15,3.0,0.927,0.002023739776014969,0.2389000000000001,0.4686000000000002,0.6215925379262556,0.0,1.1520115540958653,0.03812438091597637,0.012188506831303087,0.006290776001857852,1.923,0.13299999999999984,0.05908587035153257,3.1415926535897927,2.388744880742037,-4.858929729030368,1.1656355942369334,1.0,1000.0,1,1,1e-09,08:06:09,/storage/home/len56/work/warm_jupiters/simulation_archive/sa20191127T080609.bin,5.681181
2019-11-27,20191127T081034,ias15,3.0,0.927,0.002023739776014969,0.2389000000000001,0.4686000000000002,0.6215925379262556,0.0,1.1520115540958653,0.03812438091597637,0.012188506831303087,0.006290776001857852,1.923,0.13299999999999984,0.05908587035153257,3.1415926535897927,2.388744880742037,-4.858929729030368,1.1656355942369334,50000.0,1000.0,True,False,1e-06,08:10:34,/storage/home/len56/work/warm_jupiters/simulation_archive/sa20191127T081034.bin,nan
2019-11-27,20191127T081335,ias15,3.0,0.927,0.002023739776014969,0.2389000000000001,0.4686000000000002,0.6215925379262556,0.0,1.1520115540958653,0.03812438091597637,0.012188506831303087,0.006290776001857852,1.923,0.13299999999999984,0.05908587035153257,3.1415926535897927,2.388744880742037,-4.8589297290303675,1.1656355942369334,100000.0,1000.0,True,False,1e-06,08:13:35,/storage/home/len56/work/warm_jupiters/simulation_archive/sa20191127T081335.bin,1050.2082580000001
2019-11-27,20191127T083105,ias15,3,0.927,0.002023739776014969,0.23890000000000008,0.46860000000000024,0.6215925379262556,0.0,1.1520115540958653,0.038124380915976364,0.012188506831303089,0.006290776001857852,1.9229999999999996,0.13299999999999984,0.05908587035153258,3.141592653589793,2.3887448807420375,-4.858929729030367,1.1656355942369334,100000.0,1000.0,False,False,1e-06,08:31:05,/storage/home/len56/work/warm_jupiters/simulation_archive/sa20191127T083105.bin,523.86969
