date,datetag,sim.integrator,sim.N,ps[0].m,ps[1].m,ps[1].a,ps[1].e,ps[1].inc,ps[1].Omega,ps[1].omega,ps[1].f,ps[1].M,ps[2].m,ps[2].a,ps[2].e,ps[2].inc,ps[2].Omega,ps[2].omega,ps[2].f,ps[2].M,tmax,Nout,generalRelativity,tides,epsilon,datetime,file,runtime
2019-11-26,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2019-11-26,20191126T090247,ias15,3.0,0.927,0.002023739776014969,0.2389000000000001,0.4686000000000002,0.6215925379262556,0.0,1.1520115540958653,0.03812438091597637,0.012188506831303087,0.006290776001857852,1.923,0.13299999999999984,0.05908587035153257,3.1415926535897927,2.388744880742037,-4.858929729030368,1.1656355942369334,100.0,100.0,False,False,1e-09,09:02:47,/storage/home/len56/work/warm_jupiters/simulation_archive/sa20191126T090247.bin,1.841497
2019-11-26,20191126T091521,ias15,3.0,0.927,0.002023739776014969,0.2389000000000001,0.4686000000000002,0.6215925379262556,0.0,1.1520115540958653,0.03812438091597637,0.012188506831303087,0.006290776001857852,1.923,0.13299999999999984,0.05908587035153257,3.1415926535897927,2.388744880742037,-4.858929729030368,1.1656355942369334,50000.0,1000.0,True,False,1e-09,09:15:21,/storage/home/len56/work/warm_jupiters/simulation_archive/sa20191126T091521.bin,nan
2019-11-26,20191126T091829,ias15,3.0,0.927,0.002023739776014969,0.2389000000000001,0.4686000000000002,0.6215925379262556,0.0,1.1520115540958653,0.03812438091597637,0.012188506831303087,0.006290776001857852,1.923,0.13299999999999984,0.05908587035153257,3.1415926535897927,2.388744880742037,-4.858929729030368,1.1656355942369334,50000.0,1000.0,True,False,1e-09,09:18:29,/storage/home/len56/work/warm_jupiters/simulation_archive/sa20191126T091829.bin,5000.716697999998
2019-11-26,20191126T104149,ias15,3.0,0.927,0.002023739776014969,0.2389000000000001,0.4686000000000002,0.6215925379262556,0.0,1.1520115540958653,0.03812438091597637,0.012188506831303087,0.006290776001857852,1.923,0.13299999999999984,0.05908587035153257,3.1415926535897927,2.388744880742037,-4.858929729030368,1.1656355942369334,50000.0,1000.0,True,False,1e-06,10:41:49,/storage/home/len56/work/warm_jupiters/simulation_archive/sa20191126T104149.bin,2015.055731
2019-11-27,20191127T075112,ias15,3.0,0.927,0.0,1.0000554793954284,0.7967474499060532,0.9246091961593988,-1.65111773528712,0.9907421745966288,-1.8844789054055824,-0.25943288667583186,0.006290776001857852,1.923000009778576,0.13300014212579253,0.0,0.0,-2.785600401430352,3.5567594639361224,-2.608514403492993,10000.0,1000.0,True,False,1e-06,07:51:12,/storage/home/len56/work/warm_jupiters/simulation_archive/sa20191127T075112.bin,0.036807
2019-11-27,20191127T075112,ias15,3.0,0.927,0.0,1.0000554793954284,0.7967474499060532,0.9246091961593988,-1.65111773528712,0.9907421745966288,-1.8844789054055824,-0.25943288667583186,0.006290776001857852,1.923000009778576,0.13300014212579253,0.0,0.0,-2.785600401430352,3.5567594639361224,-2.6085144034929932,10000.0,1000.0,False,False,1e-06,07:51:12,/storage/home/len56/work/warm_jupiters/simulation_archive/sa20191127T075112.bin,0.021632
2019-11-27,20191127T075112,ias15,3.0,0.927,0.0,1.0000554793954284,0.7967474499060532,0.9246091961593988,-1.65111773528712,0.9907421745966288,-1.8844789054055824,-0.25943288667583186,0.006290776001857852,1.923000009778576,0.13300014212579253,0.0,0.0,-2.785600401430352,3.5567594639361224,-2.608514403492993,10000.0,1000.0,True,False,1e-06,07:51:12,/storage/home/len56/work/warm_jupiters/simulation_archive/sa20191127T075112.bin,0.021703
2019-11-27,20191127T075112,ias15,3.0,0.927,0.0,1.0000554793954284,0.7967474499060532,0.9246091961593988,-1.65111773528712,0.9907421745966288,-1.8844789054055824,-0.25943288667583186,0.006290776001857852,1.923000009778576,0.13300014212579253,0.0,0.0,-2.785600401430352,3.5567594639361224,-2.6085144034929932,10000.0,1000.0,False,False,1e-06,07:51:12,/storage/home/len56/work/warm_jupiters/simulation_archive/sa20191127T075112.bin,0.021532
2019-11-27,20191127T075124,ias15,3.0,0.927,0.0,1.0000554793954284,0.7967474499060532,0.9246091961593988,-1.65111773528712,0.9907421745966288,-1.8844789054055824,-0.25943288667583186,0.006290776001857852,1.923000009778576,0.13300014212579253,0.0,0.0,-2.785600401430352,3.5567594639361224,-2.608514403492993,10000.0,1000.0,True,False,1e-06,07:51:24,/storage/home/len56/work/warm_jupiters/simulation_archive/sa20191127T075124.bin,0.025586
2019-11-27,20191127T075124,ias15,3.0,0.927,0.0,1.0000554793954284,0.7967474499060532,0.9246091961593988,-1.65111773528712,0.9907421745966288,-1.8844789054055824,-0.25943288667583186,0.006290776001857852,1.923000009778576,0.13300014212579253,0.0,0.0,-2.785600401430352,3.5567594639361224,-2.6085144034929932,10000.0,1000.0,False,False,1e-06,07:51:24,/storage/home/len56/work/warm_jupiters/simulation_archive/sa20191127T075124.bin,0.022742
2019-11-27,20191127T075124,ias15,3.0,0.927,0.0,1.0000554793954284,0.7967474499060532,0.9246091961593988,-1.65111773528712,0.9907421745966288,-1.8844789054055824,-0.25943288667583186,0.006290776001857852,1.923000009778576,0.13300014212579253,0.0,0.0,-2.785600401430352,3.5567594639361224,-2.608514403492993,10000.0,1000.0,True,False,1e-06,07:51:24,/storage/home/len56/work/warm_jupiters/simulation_archive/sa20191127T075124.bin,0.024702
